760
Rupture sizes for: 394298 ruptures on 1000 by 4000
1055	1
1056	1
1060	1
1061	1
1085	1
1094	1
1104	1
1135	1
1149	2
1157	1
1159	1
1187	1
1198	1
1202	1
1204	1
1206	1
1208	1
1222	1
1256	1
1258	1
1260	1
1263	2
1268	1
1273	1
1312	1
1330	1
1332	1
1349	1
1354	1
1367	1
1381	2
1383	1
1403	2
1415	1
1424	1
1426	1
1454	1
1455	1
1473	1
1484	1
1485	1
1495	1
1513	1
1516	1
1535	1
1540	1
1563	1
1575	1
1612	1
1621	1
1636	1
1652	1
1682	1
1690	1
1699	1
1703	1
1704	1
1716	2
1719	1
1720	1
1726	1
1765	1
1813	1
1823	1
1828	1
1837	1
1855	1
1865	1
1886	1
1898	1
1920	1
1984	1
1992	1
1994	1
2018	1
2044	1
2076	2
2088	1
2105	1
2144	1
2181	1
2226	1
2291	1
2293	1
2301	1
2314	1
2315	1
2351	1
2369	1
2399	1
2508	1
2541	1
2730	1
2731	1
2744	1
2757	1
2788	1
2823	1
2849	1
2929	1
3032	1
3128	1
3139	1
3153	1
3289	1
3505	1
3575	1
3824	1
3852	1
3937	1
3965	1
3987	1
4129	1
4213	1
4231	1
4267	1
4329	1
4411	1
4416	1
4732	1
4760	1
4763	1
4827	1
4982	1
5103	1
5129	1
5196	1
5630	1
5904	1
6438	1
6846	1
6983	1
7105	1
7219	1
7312	1
7715	1
7845	1
7948	1
7974	1
7997	1
8221	1
8387	1
9783	1
9826	1
10793	1
10801	1
11871	1
11988	1
12205	1
12774	1
13983	1
14320	1
14384	1
14638	1
16640	1
17027	1
17601	1
19241	1
19431	1
20846	1
21612	1
22405	1
22521	1
23114	1
26377	1
26386	1
28277	1
30393	1
31436	1
32251	1
33144	1
62221	1
75669	1
77459	1
90095	1
119257	1
155000	1
371318	1
963815	1
